127.0.0.1 - - [11/May/2017:09:33:55 +0200] "GET / HTTP/1.1" 404 1081
127.0.0.1 - - [11/May/2017:09:41:52 +0200] "GET /webapp/indexpage/indexstyle.css HTTP/1.1" 200 8337
127.0.0.1 - - [11/May/2017:09:42:09 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [11/May/2017:09:42:24 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [11/May/2017:10:08:09 +0200] "GET /webapp/indexpage/index.jsp HTTP/1.1" 200 7014
127.0.0.1 - - [11/May/2017:10:08:09 +0200] "GET /webapp/indexpage/indexscript.js HTTP/1.1" 304 -
127.0.0.1 - - [11/May/2017:10:08:09 +0200] "GET /webapp/indexpage/indexstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [11/May/2017:10:08:12 +0200] "GET /webapp/aboutpage/aboutus.jsp HTTP/1.1" 200 3332
127.0.0.1 - - [11/May/2017:10:08:12 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [11/May/2017:10:08:12 +0200] "GET /webapp/aboutpage/aboutcss.css HTTP/1.1" 200 1806
127.0.0.1 - - [11/May/2017:10:08:12 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [11/May/2017:10:08:36 +0200] "GET /webapp/aboutpage/img/videoframe.jpg HTTP/1.1" 404 1116
127.0.0.1 - - [11/May/2017:10:08:40 +0200] "GET /webapp/kontaktpage/img/videoframe.jpg HTTP/1.1" 404 1118
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/pricespage/prices.jsp HTTP/1.1" 200 2802
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/pricespage/pricesstyle.css HTTP/1.1" 200 1566
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/pricespage/img/videoframe.jpg HTTP/1.1" 404 1117
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 200 7857994
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/pricespage/img/videoframe.jpg HTTP/1.1" 404 1117
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 561
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /webapp/video/Big-Apple.webm HTTP/1.1" 206 4958026
127.0.0.1 - - [11/May/2017:10:17:07 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
127.0.0.1 - - [11/May/2017:10:17:13 +0200] "GET /webapp/indexpage/index.jsp HTTP/1.1" 200 7014
127.0.0.1 - - [11/May/2017:10:17:13 +0200] "GET /webapp/indexpage/indexscript.js HTTP/1.1" 304 -
127.0.0.1 - - [11/May/2017:10:17:13 +0200] "GET /webapp/indexpage/indexstyle.css HTTP/1.1" 200 8337
127.0.0.1 - - [11/May/2017:15:21:52 +0200] "GET /webapp/pricespage/pricesstyle.css HTTP/1.1" 304 -
127.0.0.1 - - [11/May/2017:15:21:52 +0200] "GET /webapp/pricespage/prices.jsp HTTP/1.1" 500 3063
127.0.0.1 - - [11/May/2017:15:21:52 +0200] "GET /favicon.ico HTTP/1.1" 404 1092
